Region,Country,City,mean_PM10,Year,Number and location,Temporal coverage,Reference,,,,,,,,,,,,,,,,,,
,,,ug/m3,, of stations,(%),,,,,,,,,,,,,,,,,,,
EurHI,Germany,Stuttgart,28,2008,"1 urban background, 0 suburban background, 4 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Ulm,23,2008,"2 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Weimar,29,2008,"0 urban background, 0 suburban background, 3 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Wiesbaden,21,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Wolfsburg,17,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Wuppertal,26,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
Afr,Ghana,Accra,98,2008,4 residential and 1 roadside station in Accra,NA,"Dionisio KL, Arku RE, Hughes AF, et al. Air pollution in Accra neighborhoods: spatial, socioeconomic, and temporal patterns. Environ. Sci. Technol. 2010;44(7):2270-2276.",,,,,,,,,,,,,,,,,,
EurHI,Greece,Athens,41,2008,4 urban traffic and 4 suburban background stations,85,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Greece,Larissa,43,2008,1 urban traffic station,81,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Greece,Patra,44,2008,1 urban traffic station,96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Greece,Thessaloniki,56,2008,1 urban traffic station,81,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Greece,Volos,42,2008,1 urban traffic station,97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
AmrLMI,Guatemala,Guatemala city,48,2008,1 station in residential area,NA,"Universidad de San Carlos de Guatemala. Informe Annual, Monitoreao del Aire en la ciudad de Guatemala. Guatemala, 2009.",,,,,,,,,,,,,,,,,,
EurHI,Hungary,Budapest,29,2008,"1 urban background, 2 suburban background, 2 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Hungary,Debrecen,24,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Hungary,Gyõr,16,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",46,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Iceland,Akureyri,34,2008,1 urban traffic station,53,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Iceland,Reykjavik,23,2008,"0 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",94,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
Sear,India,Agra,165,2008,1 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Ahmedabad,80,2008,4 residential and other areas (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Allahabad,128,2008,2 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Bangalore,90,2008,2 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Bhopal,93,2008,3 residential and other areas stations (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Chennai,48,2008,2 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Coimbatore,55,2008,2 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Delhi,198,2008,6 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Dhanbad,131,2008,1 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Faridabad,139,2008,1 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Hyderabad,87,2008,4 residential and other areas stations (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Indore,174,2008,2 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Jabalpur,136,2008,1 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Jaipur,112,2008,4 residential and other areas stations (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Kanpur,209,2008,3 residential and other areas stations (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Kochi,40,2008,3 residential and other areas stations (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Kolkata,148,2008,6 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Lucknow,186,2008,4 residential and other areas stations (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Ludhiana,251,2008,2 residential and other areas stations (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Madurai,41,2008,2 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Meerut,115,2008,2 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Mumbai,132,2008,2 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Nagpur,98,2008,4 residential and other areas stations (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Nashik,80,2008,2 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Patna,120,2008,2 residential and other areas stations (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Pune,99,2008,2 residential and other areas stations (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Rajkot,89,2008,1 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Surat,81,2008,2 residential and other areas stations (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Vadodara,57,2008,2 residential and other areas stations (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Varanasi,106,2008,2 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Vijayawada,91,2008,1 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,India,Visakhapatnam,87,2008,4 residential and other areas station (exluding industrial and sensitive areas),NA,"Central Pollution Control Board, Ministry of Environment & Forests. National ambient air quality status 2008. 2009.",,,,,,,,,,,,,,,,,,
Sear,Indonesia,Bandung,51,2008,3 stations operational in the city,NA,"Indonesia Country Profile: Focus on smaller cities, Clean Air Initiative for Asian Cities Center, 2012",,,,,,,,,,,,,,,,,,
Sear,Indonesia,Jakarta,43,2008,3 stations operational in the city,NA,"Indonesia Country Profile: Focus on smaller cities, Clean Air Initiative for Asian Cities Center, 2010",,,,,,,,,,,,,,,,,,
Sear,Indonesia,Medan,111,2008,NA,NA,"Indonesia Country Profile: Focus on smaller cities, Clean Air Initiative for Asian Cities Center, 2014",,,,,,,,,,,,,,,,,,
Sear,Indonesia,Pekanbaru,11,2008,NA,NA,"Indonesia Country Profile: Focus on smaller cities, Clean Air Initiative for Asian Cities Center, 2013",,,,,,,,,,,,,,,,,,
Sear,Indonesia,Surbaya,69,2008,3 stations operational in the city,NA,"Indonesia Country Profile: Focus on smaller cities, Clean Air Initiative for Asian Cities Center, 2011",,,,,,,,,,,,,,,,,,
